Id,Hazard
6,1.59708520066
7,2.44497471253
8,2.33523972618
9,1.65477174263
10,1.55580003952
11,1.86834992332
13,2.05985272522
14,1.61221224142
16,1.53963599637
17,1.49710505769
18,1.96987982689
20,1.74125809122
27,2.49812536559
28,1.87085450889
29,1.5943387745
30,1.67005441676
34,1.72751701372
35,1.91610072924
36,1.91225481691
37,1.63910799772
38,1.73176934547
40,1.62677074908
42,1.89625989793
46,1.7425877958
47,1.69207878636
48,2.05403234961
49,2.3845017158
51,1.96563900267
52,2.2264436324
53,1.26924240552
54,1.46888785533
55,1.14726574917
56,2.08235361144
57,1.52641197634
60,2.05786037773
61,1.58873722327
64,2.29055627207
65,2.01122909096
66,2.17083636505
68,2.20802161835
70,1.69939052926
71,1.44040176067
75,1.32411996907
76,1.87959436114
78,2.11284982416
80,1.6569958795
81,2.11133845752
82,1.89137803288
83,2.02789869114
85,1.50825961476
86,1.31315964561
87,1.67619992643
89,1.88237738704
90,1.73333387265
91,1.88936973355
92,1.95415143445
95,1.62470839991
97,2.2253478393
99,1.5710077615
101,1.85965207254
102,1.87956234321
103,1.65462807213
104,1.67247572471
107,1.90655805765
108,1.44306120195
111,1.45989542938
112,2.36715483871
115,2.10061680553
119,1.52322300828
121,1.62222498537
124,1.6464888487
128,1.94628515832
130,2.14113724566
131,2.15797505251
133,2.20904934923
134,1.9558648164
137,1.71051248233
138,1.78997288947
142,2.34346764463
143,2.14903462274
144,2.46837833244
145,1.9588934082
147,1.74451671676
148,2.01900344411
152,1.56022167744
154,2.97760271925
158,1.53656560159
159,1.66112189259
160,2.14654390024
161,1.93435553907
164,1.27519849538
165,1.60038242672
166,1.46230361921
167,1.50204872119
169,1.89473400631
170,2.12350153651
171,2.26318759916
175,1.56145444566
177,1.82926512299
178,2.05657716469
180,2.76970630001
182,1.94415816089
184,1.82222793289
185,2.04401396886
186,1.62854047643
190,1.84815008184
191,1.65515753538
192,1.40812770114
195,1.93175160146
196,2.18404761994
197,1.87051613163
198,1.76224955761
199,2.2650394307
200,1.80291020593
204,1.43255008099
205,1.92548493146
207,1.3887217475
208,1.43838843396
209,2.35484808084
211,2.1645795571
216,2.48533911056
217,1.28210871349
220,1.7764193046
223,2.16962821396
224,2.169258945
230,1.68984767213
232,1.84252094808
235,1.60015000125
236,2.30394617555
238,1.59996775258
240,1.61326746106
242,2.00979923184
244,1.78823098023
245,1.76036475856
248,1.85131958967
251,1.69958128345
256,1.68741832112
258,2.58648667901
259,1.95939194035
261,2.08568305181
267,1.8353134424
268,1.54225376657
270,2.0486943636
272,2.29787227375
273,1.50671340158
275,1.33959853844
276,1.51491642563
277,1.67739312908
279,1.70424366755
283,1.75576231261
284,1.84814267295
286,1.59555595875
287,1.8883906895
288,1.6667860878
289,2.22288664106
292,1.79467218764
293,2.05789084537
295,1.90645719291
297,1.7559433588
301,2.21216661938
303,1.51416197697
304,1.6855196195
305,1.52703975424
308,1.75831886912
309,1.85324739566
313,1.63649606937
314,2.11054091023
315,1.63826973536
316,1.76920224944
318,1.77155143875
320,2.04702474661
324,1.75859139256
325,1.84096224483
326,1.56003724679
327,1.82089266624
328,2.40497020122
332,1.78508539437
333,2.56449192954
336,1.8846746733
339,1.74348418737
340,2.10292886924
342,1.86209665227
344,2.2369649922
345,1.77695371534
346,1.71687392159
349,2.02806812308
353,2.08122036813
355,1.89360906401
360,1.59312454676
363,1.6772442464
366,1.66279516422
367,1.78499497767
369,2.08709399234
371,2.03059445701
372,1.49161919346
374,1.50473121235
375,1.50878073633
378,1.62298428977
379,1.39590847691
381,1.89191886725
382,1.45427415046
384,1.73554443719
385,1.65887096905
387,1.91518808058
388,1.57134499254
389,1.89225899453
390,2.05962145487
393,2.06446745523
394,2.1781103253
395,1.79509782412
397,1.51365868403
398,2.17012781696
399,1.78309104658
403,1.89099075072
404,1.66552229344
406,1.50965766978
407,1.54424405661
410,1.09092009377
411,1.59595703285
412,1.40150655185
413,2.1675303152
417,1.80847902895
419,1.86379796324
422,2.01543972296
425,1.57198469201
426,1.81001757104
427,2.07032577385
432,1.70032922561
434,1.68423087838
437,1.66895546774
438,1.97473001313
440,2.25415148245
441,2.17710560257
443,1.16048342521
445,2.03681829596
447,1.57226903935
449,1.61384330762
450,1.91407605651
451,1.70475684615
453,2.05269801049
455,1.29858276533
456,1.9330820344
459,1.95028425049
461,1.57248788603
463,1.69393279511
466,2.093568443
467,1.66021326115
469,1.63377819378
470,2.04913217678
472,1.74999070812
477,1.92114681643
481,1.34937874083
485,1.87892980701
492,1.58802515879
494,1.68725696191
497,1.85293651084
503,1.62108636679
504,2.03218626433
507,2.28676931211
509,1.66353792874
511,2.07205922001
512,1.57748574687
513,1.47413629518
516,2.30562353728
517,1.4287425143
518,1.54101551551
522,1.92231474362
525,1.36779989885
526,1.58726805422
527,2.44146216166
529,1.696576361
534,2.2422788096
538,1.45772296682
540,2.26123949841
541,1.23773612825
542,2.16318600526
543,2.59256240195
544,2.06272100145
546,1.57273792591
547,1.41616833772
550,1.55337497134
554,1.90036923285
556,1.51749200731
558,1.65977241882
559,1.50954940606
560,2.04096279407
564,1.76937745529
565,1.48739393907
566,2.04388423538
567,2.03637712738
568,1.90993207788
570,1.56391903051
571,1.76979647547
575,1.62307900658
576,1.82606572853
585,1.39707982348
586,1.97943809175
589,1.34966961526
590,1.85404612876
591,1.74108685814
593,1.64378344456
594,1.75921022413
595,1.57725298038
596,1.70992131607
597,1.50065836059
598,1.63692254624
599,1.6269620837
600,1.92577511035
601,1.57667026984
609,1.74257091192
613,1.9808905339
619,2.06509725745
620,1.98290499498
621,2.42942715971
622,1.90905309594
623,1.53615696237
625,1.69094928022
626,1.52018283866
628,1.61073197821
629,2.07837566239
633,2.00996485429
634,1.78706694708
635,2.86605150987
636,1.63945899916
637,1.91545510739
638,1.57527260706
639,1.80227232392
640,1.97652337737
643,1.72476285603
645,1.42358864874
646,2.22680153649
647,1.53936299644
649,1.68148092698
650,1.8520674892
